route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_color,route_text_color
032,TUS,032,STAZIONE LA STORTA - STAZIONE LA STORTA,3,https://muoversiaroma.it/it/linea?numero=032,,
022,BIS,022,STAZIONE PRIMA PORTA - GROTTAROSSA- ISTITUTO ASISIUM,3,https://muoversiaroma.it/it/linea?numero=022,,
025,BIS,025,FORMICHI - MOMBASIGLIO,3,https://muoversiaroma.it/it/linea?numero=025,,
027,TUS,027,BORGO TICINO - RIVOLI,3,https://muoversiaroma.it/it/linea?numero=027,,
771,BIS,771,VIOLA - AMERICA,3,https://muoversiaroma.it/it/linea?numero=771,,
038,BIS,038,STAZIONE SAXA RUBRA - VALBONDIONE,3,https://muoversiaroma.it/it/linea?numero=038,,
710,BIS,710,CARINI - LENIN,3,https://muoversiaroma.it/it/linea?numero=710,,
701,TUS,701,LENIN - SABBADINO- FIERA DI ROMA,3,https://muoversiaroma.it/it/linea?numero=701,,
982,BIS,982,STAZIONE QUATTRO VENTI - DICIASSETTESIMA OLIMPIADE,3,https://muoversiaroma.it/it/linea?numero=982,,
039,BIS,039,SALARIA- PIOMBINO - STAZIONE SAXA RUBRA,3,https://muoversiaroma.it/it/linea?numero=039,,
018,BIS,018,ROMAGNOLI- SCAVI OSTIA ANTICA - ROMAGNOLI- SCAVI OSTIA ANTICA,3,https://muoversiaroma.it/it/linea?numero=018,,
017,BIS,017,MONTI SAN PAOLO- CONFORTI - MONTI SAN PAOLO- CONFORTI,3,https://muoversiaroma.it/it/linea?numero=017,,
031,TUS,031,STAZIONE LA GIUSTINIANA - PIEDICAVALLO,3,https://muoversiaroma.it/it/linea?numero=031,,
011,BIS,011,ROMAGNOLI- SCAVI OSTIA ANTICA - ROMAGNOLI- SCAVI OSTIA ANTICA,3,https://muoversiaroma.it/it/linea?numero=011,,
907,BIS,907,CORNELIA - STAZIONE LA GIUSTINIANA,3,https://muoversiaroma.it/it/linea?numero=907,,
546,BIS,546,STAZIONE IPOGEO DEGLI OTTAVI - VAL CANNUTA- CONFORTI,3,https://muoversiaroma.it/it/linea?numero=546,,
993,BIS,993,STAZIONE IPOGEO DEGLI OTTAVI - CORNELIA METRO A,3,https://muoversiaroma.it/it/linea?numero=993,,
146,BIS,146,MOMBASIGLIO - PINETA SACCHETTI- GEMELLI,3,https://muoversiaroma.it/it/linea?numero=146,,
808,TUS,808,EIFFEL - DEI CAPASSO,3,https://muoversiaroma.it/it/linea?numero=808,,
777,BIS,777,AGRICOLTURA - BEATA VERGINE DEL CARMELO,3,https://muoversiaroma.it/it/linea?numero=777,,
912,BIS,912,STAZIONE MONTE MARIO - STAZIONE MONTE MARIO,3,https://muoversiaroma.it/it/linea?numero=912,,
08,BIS,08,MONTI SAN PAOLO- CONFORTI - ANTIFANE- ISOLA 46,3,https://muoversiaroma.it/it/linea?numero=08,,
035,BIS,035,PIAZZA SAXA RUBRA - BORGO PINETO,3,https://muoversiaroma.it/it/linea?numero=035,,
892,BIS,892,ALDOBRANDESCHI - VALLE AURELIA,3,https://muoversiaroma.it/it/linea?numero=892,,
907L,BIS,907L,CORNELIA - CORNELIA,3,https://muoversiaroma.it/it/linea?numero=907L,,
787,BIS,787,VAL FIORITA - VAL FIORITA,3,https://muoversiaroma.it/it/linea?numero=787,,
028,BIS,028,SAN BASILIDE - STAZIONE AURELIA,3,https://muoversiaroma.it/it/linea?numero=028,,
711,BIS,711,VILLA BONELLI - VILLA BONELLI,3,https://muoversiaroma.it/it/linea?numero=711,,
889,BIS,889,MAZZACURATI - VAL CANNUTA- CONFORTI,3,https://muoversiaroma.it/it/linea?numero=889,,
088,BIS,088,DELLA GIOVANNA- ZOO GRUNWALD - GIANICOLENSE- CASALETTO,3,https://muoversiaroma.it/it/linea?numero=088,,
036L,TUS,036L,STAZIONE CESANO - STAZIONE CESANO,3,https://muoversiaroma.it/it/linea?numero=036L,,
088F,BIS,088F,GIANICOLENSE- CASALETTO - DELLA GIOVANNA- ZOO GRUNWALD,3,https://muoversiaroma.it/it/linea?numero=088F,,
024,TUS,024,ANGUILLARESE- ASL CASACCIA - ANGUILLARESE- ASL CASACCIA,3,https://muoversiaroma.it/it/linea?numero=024,,
C1,BIS,C1,STAZIONE MONTEBELLO - STAZIONE MONTEBELLO,3,https://muoversiaroma.it/it/linea?numero=C1,,
066,BIS,066,STAZIONE CRISTOFORO COLOMBO - STAZIONE CRISTOFORO COLOMBO,3,https://muoversiaroma.it/it/linea?numero=066,,
999,BIS,999,STAZIONE MONTE MARIO - STAZIONE MONTE MARIO,3,https://muoversiaroma.it/it/linea?numero=999,,
C19,BIS,C19,PIAZZALE STAZIONE DEL LIDO - PIAZZALE STAZIONE DEL LIDO,3,https://muoversiaroma.it/it/linea?numero=C19,,
C6,TUS,C6,BALDELLI METRO B - CIMITERO FLAMINIO,3,https://muoversiaroma.it/it/linea?numero=C6,,
663,SAP,663,CIRO' - LARGO COLLI ALBANI METRO A,3,https://muoversiaroma.it/it/linea?numero=663,,
042,SAP,042,CERQUETE- PORTOCANNONE - MONDAVIO,3,https://muoversiaroma.it/it/linea?numero=042,,
218,SAP,218,ARDEATINA- SCUOLA PADRE FORMATO - PIAZZA DI PORTA SAN GIOVANNI METRO A,3,https://muoversiaroma.it/it/linea?numero=218,,
041,SAP,041,ALBA ADRIATICA- BARISCIANO - STAZIONE PONTE MAMMOLO METRO B,3,https://muoversiaroma.it/it/linea?numero=041,,
235,SAP,235,LABIA - BRESSANONE,3,https://muoversiaroma.it/it/linea?numero=235,,
040,SAP,040,STAZIONE PONTE MAMMOLO METRO B - FADDA,3,https://muoversiaroma.it/it/linea?numero=040,,
505,SAP,505,STAZIONE METRO ANAGNINA METRO A - STAZIONE METRO ANAGNINA METRO A,3,https://muoversiaroma.it/it/linea?numero=505,,
445,SAP,445,CURIONI - BOLOGNA,3,https://muoversiaroma.it/it/linea?numero=445,,
503,SAP,503,STAZIONE METRO ANAGNINA METRO A - STAZIONE METRO ANAGNINA METRO A,3,https://muoversiaroma.it/it/linea?numero=503,,
657,SAP,657,VIGNALI- SCINTU - ARCO DI TRAVERTINO METRO A,3,https://muoversiaroma.it/it/linea?numero=657,,
441,SAP,441,STAZIONE TIBURTINA METRO B - CASALE ROCCHI,3,https://muoversiaroma.it/it/linea?numero=441,,
502,SAP,502,CINECITTA' METRO A - CARNEVALE,3,https://muoversiaroma.it/it/linea?numero=502,,
533,SAP,533,ANAGNINA METRO A - ANAGNINA METRO A,3,https://muoversiaroma.it/it/linea?numero=533,,
541,SAP,541,MALATESTA METRO C - FILLIA,3,https://muoversiaroma.it/it/linea?numero=541,,
444,SAP,444,BONIFACIO - STAZIONE PONTE MAMMOLO METRO B,3,https://muoversiaroma.it/it/linea?numero=444,,
665,SAP,665,PIAZZA SAN GIOVANNI IN LATERANO - PIAZZA SAN GIOVANNI IN LATERANO,3,https://muoversiaroma.it/it/linea?numero=665,,
041F,SAP,041F,STAZIONE PONTE MAMMOLO METRO B - FADDA,3,https://muoversiaroma.it/it/linea?numero=041F,,
660,SAP,660,ARCO DI TRAVERTINO METRO A - ARCO DI TRAVERTINO METRO A,3,https://muoversiaroma.it/it/linea?numero=660,,
040F,SAP,040F,ALBA ADRIATICA- BARISCIANO - STAZIONE PONTE MAMMOLO METRO B,3,https://muoversiaroma.it/it/linea?numero=040F,,
349,SAP,349,PORRO LAMBERTENGHI - PORRO LAMBERTENGHI,3,https://muoversiaroma.it/it/linea?numero=349,,
C8,SAP,C8,BALDELLI METRO B - CIMITERO LAURENTINO,3,https://muoversiaroma.it/it/linea?numero=C8,,
339,SAP,339,PORRO LAMBERTENGHI - PORRO LAMBERTENGHI,3,https://muoversiaroma.it/it/linea?numero=339,,
