route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,exceptional
38,1#43,1#1510-10,"PORTA DI ROMA","25319889",1,"",65321,0,0
38,1#43,1#1510-11,"TERMINI (MA-MB-FS)","25319892",0,"",65320,0,0
38,1#43,1#1510-12,"PORTA DI ROMA","25319893",1,"",65321,0,0
38,1#43,1#1510-13,"TERMINI (MA-MB-FS)","25319894",0,"",65320,0,0
38,1#43,1#1510-14,"PORTA DI ROMA","25319882",1,"",65321,0,0
38,1#43,1#1510-15,"TERMINI (MA-MB-FS)","25319883",0,"",65320,0,0
38,1#43,1#1510-16,"PORTA DI ROMA","25319885",1,"",65321,0,0
38,1#43,1#1510-17,"TERMINI (MA-MB-FS)","25319884",0,"",65320,0,0
38,1#43,1#1510-18,"PORTA DI ROMA","25319886",1,"",65321,0,0
38,1#43,1#1510-19,"TERMINI (MA-MB-FS)","25319887",0,"",65320,0,0
A10,1#43,1#1510-20,"PRENESTINA/LARICI","25319878",0,"",51460,0,0
3,1#51,1#1511-2,"VALLE GIULIA","25958195",0,"",700064,0,0
3,1#51,1#1511-3,"STAZ.NE TRASTEVERE (FS)","25958185",1,"",57127,0,0
3,1#51,1#1511-4,"VALLE GIULIA","25958194",0,"",57126,0,0
3,1#51,1#1511-5,"STAZ.NE TRASTEVERE (FS)","25958186",1,"",57127,0,0
3,1#51,1#1511-6,"VALLE GIULIA","25958187",0,"",57126,0,0
3,1#51,1#1511-7,"STAZ.NE TRASTEVERE (FS)","25958188",1,"",57127,0,0
3,1#51,1#1511-8,"VALLE GIULIA","25958189",0,"",57126,0,0
3,1#51,1#1511-9,"STAZ.NE TRASTEVERE (FS)","25958184",1,"",57127,0,0
3,1#51,1#1511-10,"VALLE GIULIA","25958190",0,"",57126,0,0
3,1#51,1#1511-11,"STAZ.NE TRASTEVERE (FS)","25958191",1,"",57127,0,0
3,1#51,1#1511-12,"VALLE GIULIA","25958192",0,"",57126,0,0
3,1#51,1#1511-13,"STAZ.NE TRASTEVERE (FS)","25958193",1,"",57127,0,0
3,1#51,1#1511-14,"LABICANO/PORTA MAGGIORE","25958196",0,"",700243,0,0
3,1#52,1#1512-2,"STAZ.NE TRASTEVERE (FS)","19013354",1,"",700354,0,0
3,1#52,1#1512-3,"VALLE GIULIA","19013356",0,"",57126,0,0
3,1#52,1#1512-4,"STAZ.NE TRASTEVERE (FS)","19013357",1,"",57127,0,0
3,1#52,1#1512-5,"VALLE GIULIA","19013358",0,"",57126,0,0
3,1#52,1#1512-6,"STAZ.NE TRASTEVERE (FS)","19013359",1,"",57127,0,0
3,1#52,1#1512-7,"VALLE GIULIA","19013360",0,"",57126,0,0
3,1#52,1#1512-8,"STAZ.NE TRASTEVERE (FS)","19013361",1,"",57127,0,0
3,1#52,1#1512-9,"VALLE GIULIA","19013362",0,"",57126,0,0
3,1#52,1#1512-10,"STAZ.NE TRASTEVERE (FS)","19013363",1,"",57127,0,0
3,1#52,1#1512-11,"VALLE GIULIA","19013364",0,"",57126,0,0
3,1#52,1#1512-12,"STAZ.NE TRASTEVERE (FS)","19013365",1,"",57127,0,0
3,1#52,1#1512-13,"VALLE GIULIA","19013366",0,"",57126,0,0
3,1#52,1#1512-14,"STAZ.NE TRASTEVERE (FS)","19013367",1,"",57127,0,0
3,1#52,1#1512-15,"VALLE GIULIA","19013368",0,"",57126,0,0
3,1#52,1#1512-16,"STAZ.NE TRASTEVERE (FS)","19013369",1,"",57127,0,0
3,1#52,1#1512-17,"LABICANO/PORTA MAGGIORE","19013355",0,"",700243,0,0
A01,1#43,1#1513-2,"TERMINI (MA-MB-FS)","25225273",0,"",51459,0,0
40,1#43,1#1513-3,"TERMINI (MA-MB-FS)","25225282",0,"",65357,0,0
40,1#43,1#1513-4,"TERMINI (MA-MB-FS)","25225280",0,"",65357,0,0
40,1#43,1#1513-5,"TERMINI (MA-MB-FS)","25225281",0,"",65357,0,0
40,1#43,1#1513-6,"TERMINI (MA-MB-FS)","25225274",0,"",65357,0,0
40,1#43,1#1513-7,"TERMINI (MA-MB-FS)","25225278",0,"",65357,0,0
40,1#43,1#1513-8,"TERMINI (MA-MB-FS)","25225279",0,"",65357,0,0
40,1#43,1#1513-9,"TERMINI (MA-MB-FS)","25225275",0,"",65357,0,0
40,1#43,1#1513-10,"TERMINI (MA-MB-FS)","25225276",0,"",65357,0,0
40,1#43,1#1513-11,"TERMINI (MA-MB-FS)","25225277",0,"",65357,0,0
40,1#43,1#1513-12,"TERMINI (MA-MB-FS)","25225285",0,"",65357,0,0
40,1#43,1#1513-13,"TERMINI (MA-MB-FS)","25225286",0,"",65357,0,0
40,1#43,1#1513-14,"TERMINI (MA-MB-FS)","25225287",0,"",65357,0,0
40,1#43,1#1513-15,"TERMINI (MA-MB-FS)","25225288",0,"",65357,0,0
40,1#43,1#1513-16,"TERMINI (MA-MB-FS)","25225283",0,"",65357,0,0
40,1#43,1#1513-17,"TERMINI (MA-MB-FS)","25225284",0,"",65357,0,0
40,1#43,1#1513-18,"TERMINI (MA-MB-FS)","25225289",0,"",65357,0,0
40,1#43,1#1513-19,"TERMINI (MA-MB-FS)","25225290",0,"",65357,0,0
40,1#43,1#1513-20,"TERMINI (MA-MB-FS)","25225291",0,"",65357,0,0
40,1#43,1#1513-21,"TERMINI (MA-MB-FS)","25225292",0,"",65357,0,0
A10,1#43,1#1513-22,"PRENESTINA/LARICI","25225293",0,"",51460,0,0
A01,1#2,1#1514-2,"TERMINI (MA-MB-FS)","25225971",0,"",51459,0,0
40,1#2,1#1514-3,"TERMINI (MA-MB-FS)","25225972",0,"",65357,0,0
40,1#2,1#1514-4,"TERMINI (MA-MB-FS)","25225973",0,"",65357,0,0
40,1#2,1#1514-5,"TERMINI (MA-MB-FS)","25225974",0,"",65357,0,0
40,1#2,1#1514-6,"TERMINI (MA-MB-FS)","25225975",0,"",65357,0,0
40,1#2,1#1514-7,"TERMINI (MA-MB-FS)","25225976",0,"",65357,0,0
40,1#2,1#1514-8,"TERMINI (MA-MB-FS)","25225977",0,"",65357,0,0
40,1#2,1#1514-9,"TERMINI (MA-MB-FS)","25225978",0,"",65357,0,0
40,1#2,1#1514-10,"TERMINI (MA-MB-FS)","25225979",0,"",65357,0,0
40,1#2,1#1514-11,"TERMINI (MA-MB-FS)","25225980",0,"",65357,0,0
40,1#2,1#1514-12,"TERMINI (MA-MB-FS)","25225981",0,"",65357,0,0
40,1#2,1#1514-13,"TERMINI (MA-MB-FS)","25225982",0,"",65357,0,0
40,1#2,1#1514-14,"TERMINI (MA-MB-FS)","25225983",0,"",65357,0,0
40,1#2,1#1514-15,"TERMINI (MA-MB-FS)","25225984",0,"",65357,0,0
40,1#2,1#1514-16,"TERMINI (MA-MB-FS)","25225985",0,"",65357,0,0
40,1#2,1#1514-17,"TERMINI (MA-MB-FS)","25225986",0,"",65357,0,0
40,1#2,1#1514-18,"TERMINI (MA-MB-FS)","25225987",0,"",65357,0,0
40,1#2,1#1514-19,"TERMINI (MA-MB-FS)","25225988",0,"",65357,0,0
40,1#2,1#1514-20,"TERMINI (MA-MB-FS)","25225989",0,"",65357,0,0
40,1#2,1#1514-21,"TERMINI (MA-MB-FS)","25225990",0,"",65357,0,0
A10,1#2,1#1514-22,"PRENESTINA/LARICI","25225991",0,"",51460,0,0
A01,1#6,1#1515-2,"TERMINI (MA-MB-FS)","26062567",0,"",51459,0,0
40,1#6,1#1515-3,"TERMINI (MA-MB-FS)","26062570",0,"",65357,0,0
40,1#6,1#1515-4,"TERMINI (MA-MB-FS)","26062571",0,"",65357,0,0
40,1#6,1#1515-5,"TERMINI (MA-MB-FS)","26062572",0,"",65357,0,0
40,1#6,1#1515-6,"TERMINI (MA-MB-FS)","26062568",0,"",65357,0,0
40,1#6,1#1515-7,"TERMINI (MA-MB-FS)","26062569",0,"",65357,0,0
40,1#6,1#1515-8,"TERMINI (MA-MB-FS)","26062573",0,"",65357,0,0
40,1#6,1#1515-9,"TERMINI (MA-MB-FS)","26062574",0,"",65357,0,0
40,1#6,1#1515-10,"TERMINI (MA-MB-FS)","26062575",0,"",65357,0,0
A10,1#6,1#1515-11,"PRENESTINA/LARICI","401",0,"",51460,0,0
A01,1#43,1#1516-2,"TERMINI (MA-MB-FS)","25225294",0,"",51459,0,0
40,1#43,1#1516-3,"TERMINI (MA-MB-FS)","25225296",0,"",65357,0,0
40,1#43,1#1516-4,"TERMINI (MA-MB-FS)","25225310",0,"",65357,0,0
40,1#43,1#1516-5,"TERMINI (MA-MB-FS)","25225311",0,"",65357,0,0
40,1#43,1#1516-6,"TERMINI (MA-MB-FS)","25225312",0,"",65357,0,0
40,1#43,1#1516-7,"TERMINI (MA-MB-FS)","25225295",0,"",65357,0,0
40,1#43,1#1516-8,"TERMINI (MA-MB-FS)","25225297",0,"",65357,0,0
40,1#43,1#1516-9,"TERMINI (MA-MB-FS)","25225304",0,"",65357,0,0
40,1#43,1#1516-10,"TERMINI (MA-MB-FS)","25225305",0,"",65357,0,0
40,1#43,1#1516-11,"TERMINI (MA-MB-FS)","25225306",0,"",65357,0,0
40,1#43,1#1516-12,"TERMINI (MA-MB-FS)","25225307",0,"",65357,0,0
40,1#43,1#1516-13,"TERMINI (MA-MB-FS)","25225308",0,"",65357,0,0
40,1#43,1#1516-14,"TERMINI (MA-MB-FS)","25225298",0,"",65357,0,0
40,1#43,1#1516-15,"TERMINI (MA-MB-FS)","25225303",0,"",65357,0,0
40,1#43,1#1516-16,"TERMINI (MA-MB-FS)","25225309",0,"",65357,0,0
40,1#43,1#1516-17,"TERMINI (MA-MB-FS)","25225299",0,"",65357,0,0
40,1#43,1#1516-18,"TERMINI (MA-MB-FS)","25225300",0,"",65357,0,0
40,1#43,1#1516-19,"TERMINI (MA-MB-FS)","25225301",0,"",65357,0,0
40,1#43,1#1516-20,"TERMINI (MA-MB-FS)","25225302",0,"",65357,0,0
A10,1#43,1#1516-21,"PRENESTINA/LARICI","25225313",0,"",51460,0,0
A01,1#6,1#1517-2,"TERMINI (MA-MB-FS)","26062577",0,"",51459,0,0
40,1#6,1#1517-3,"TERMINI (MA-MB-FS)","26062584",0,"",65357,0,0
40,1#6,1#1517-4,"TERMINI (MA-MB-FS)","26062580",0,"",65357,0,0
40,1#6,1#1517-5,"TERMINI (MA-MB-FS)","26062581",0,"",65357,0,0
40,1#6,1#1517-6,"TERMINI (MA-MB-FS)","26062582",0,"",65357,0,0
40,1#6,1#1517-7,"TERMINI (MA-MB-FS)","26062583",0,"",65357,0,0
40,1#6,1#1517-8,"TERMINI (MA-MB-FS)","26062585",0,"",65357,0,0
40,1#6,1#1517-9,"TERMINI (MA-MB-FS)","26062586",0,"",65357,0,0
40,1#6,1#1517-10,"TERMINI (MA-MB-FS)","26062587",0,"",65357,0,0
40,1#6,1#1517-11,"TERMINI (MA-MB-FS)","26062588",0,"",65357,0,0
40,1#6,1#1517-12,"TERMINI (MA-MB-FS)","26062589",0,"",65357,0,0
40,1#6,1#1517-13,"TERMINI (MA-MB-FS)","26062578",0,"",65357,0,0
40,1#6,1#1517-14,"TERMINI (MA-MB-FS)","26062579",0,"",65357,0,0
A10,1#6,1#1517-15,"PRENESTINA/LARICI","26062590",0,"",51460,0,0
A01,1#43,1#1518-2,"TERMINI (MA-MB-FS)","25225314",0,"",51459,0,0
40,1#43,1#1518-3,"TERMINI (MA-MB-FS)","25225324",0,"",65357,0,0
40,1#43,1#1518-4,"TERMINI (MA-MB-FS)","25225325",0,"",65357,0,0
40,1#43,1#1518-5,"TERMINI (MA-MB-FS)","25225326",0,"",65357,0,0
40,1#43,1#1518-6,"TERMINI (MA-MB-FS)","25225327",0,"",65357,0,0
40,1#43,1#1518-7,"TERMINI (MA-MB-FS)","25225317",0,"",65357,0,0
40,1#43,1#1518-8,"TERMINI (MA-MB-FS)","25225318",0,"",65357,0,0
40,1#43,1#1518-9,"TERMINI (MA-MB-FS)","25225319",0,"",65357,0,0
40,1#43,1#1518-10,"TERMINI (MA-MB-FS)","25225320",0,"",65357,0,0
40,1#43,1#1518-11,"TERMINI (MA-MB-FS)","25225321",0,"",65357,0,0
40,1#43,1#1518-12,"TERMINI (MA-MB-FS)","25225322",0,"",65357,0,0
40,1#43,1#1518-13,"TERMINI (MA-MB-FS)","25225315",0,"",65357,0,0
40,1#43,1#1518-14,"TERMINI (MA-MB-FS)","25225316",0,"",65357,0,0
40,1#43,1#1518-15,"TERMINI (MA-MB-FS)","25225323",0,"",65357,0,0
A10,1#43,1#1518-16,"PRENESTINA/LARICI","25225328",0,"",51460,0,0
A01,1#43,1#1519-2,"TERMINI (MA-MB-FS)","25225329",0,"",51459,0,0
40,1#43,1#1519-3,"TERMINI (MA-MB-FS)","25225335",0,"",65357,0,0
40,1#43,1#1519-4,"TERMINI (MA-MB-FS)","25225330",0,"",65357,0,0
40,1#43,1#1519-5,"TERMINI (MA-MB-FS)","25225331",0,"",65357,0,0
40,1#43,1#1519-6,"TERMINI (MA-MB-FS)","25225332",0,"",65357,0,0
40,1#43,1#1519-7,"TERMINI (MA-MB-FS)","25225333",0,"",65357,0,0
40,1#43,1#1519-8,"TERMINI (MA-MB-FS)","25225334",0,"",65357,0,0
40,1#43,1#1519-9,"TERMINI (MA-MB-FS)","25225338",0,"",65357,0,0
40,1#43,1#1519-10,"TERMINI (MA-MB-FS)","25225339",0,"",65357,0,0
40,1#43,1#1519-11,"TERMINI (MA-MB-FS)","25225340",0,"",65357,0,0
40,1#43,1#1519-12,"TERMINI (MA-MB-FS)","25225341",0,"",65357,0,0
40,1#43,1#1519-13,"TERMINI (MA-MB-FS)","25225342",0,"",65357,0,0
40,1#43,1#1519-14,"TERMINI (MA-MB-FS)","25225343",0,"",65357,0,0
40,1#43,1#1519-15,"TERMINI (MA-MB-FS)","25225344",0,"",65357,0,0
40,1#43,1#1519-16,"TERMINI (MA-MB-FS)","25225336",0,"",65357,0,0
40,1#43,1#1519-17,"TERMINI (MA-MB-FS)","25225337",0,"",65357,0,0
A10,1#43,1#1519-18,"PRENESTINA/LARICI","25225345",0,"",51460,0,0
A01,1#2,1#1520-2,"TERMINI (MA-MB-FS)","25225992",0,"",51459,0,0
40,1#2,1#1520-3,"TERMINI (MA-MB-FS)","25225995",0,"",65357,0,0
40,1#2,1#1520-4,"TERMINI (MA-MB-FS)","25225996",0,"",65357,0,0
40,1#2,1#1520-5,"TERMINI (MA-MB-FS)","25225997",0,"",65357,0,0
40,1#2,1#1520-6,"TERMINI (MA-MB-FS)","25225998",0,"",65357,0,0
40,1#2,1#1520-7,"TERMINI (MA-MB-FS)","25225999",0,"",65357,0,0
40,1#2,1#1520-8,"TERMINI (MA-MB-FS)","25226000",0,"",65357,0,0
40,1#2,1#1520-9,"TERMINI (MA-MB-FS)","25226001",0,"",65357,0,0
40,1#2,1#1520-10,"TERMINI (MA-MB-FS)","25226002",0,"",65357,0,0
40,1#2,1#1520-11,"TERMINI (MA-MB-FS)","25226003",0,"",65357,0,0
40,1#2,1#1520-12,"TERMINI (MA-MB-FS)","25226004",0,"",65357,0,0
40,1#2,1#1520-13,"TERMINI (MA-MB-FS)","25226005",0,"",65357,0,0
40,1#2,1#1520-14,"TERMINI (MA-MB-FS)","25226006",0,"",65357,0,0
40,1#2,1#1520-15,"TERMINI (MA-MB-FS)","25226007",0,"",65357,0,0
40,1#2,1#1520-16,"TERMINI (MA-MB-FS)","25226008",0,"",65357,0,0
40,1#2,1#1520-17,"TERMINI (MA-MB-FS)","25225993",0,"",65357,0,0
40,1#2,1#1520-18,"TERMINI (MA-MB-FS)","25225994",0,"",65357,0,0
A10,1#2,1#1520-19,"PRENESTINA/LARICI","25226009",0,"",51460,0,0
A01,1#6,1#1521-2,"TERMINI (MA-MB-FS)","26062591",0,"",51459,0,0
40,1#6,1#1521-3,"TERMINI (MA-MB-FS)","26062600",0,"",65357,0,0
40,1#6,1#1521-4,"TERMINI (MA-MB-FS)","26062601",0,"",65357,0,0
40,1#6,1#1521-5,"TERMINI (MA-MB-FS)","26062602",0,"",65357,0,0
40,1#6,1#1521-6,"TERMINI (MA-MB-FS)","26062603",0,"",65357,0,0
40,1#6,1#1521-7,"TERMINI (MA-MB-FS)","26062604",0,"",65357,0,0
40,1#6,1#1521-8,"TERMINI (MA-MB-FS)","26062605",0,"",65357,0,0
40,1#6,1#1521-9,"TERMINI (MA-MB-FS)","26062606",0,"",65357,0,0
40,1#6,1#1521-10,"TERMINI (MA-MB-FS)","26062607",0,"",65357,0,0
40,1#6,1#1521-11,"TERMINI (MA-MB-FS)","26062592",0,"",65357,0,0
40,1#6,1#1521-12,"TERMINI (MA-MB-FS)","26062593",0,"",65357,0,0
40,1#6,1#1521-13,"TERMINI (MA-MB-FS)","26062594",0,"",65357,0,0
40,1#6,1#1521-14,"TERMINI (MA-MB-FS)","26062595",0,"",65357,0,0
40,1#6,1#1521-15,"TERMINI (MA-MB-FS)","26062596",0,"",65357,0,0
40,1#6,1#1521-16,"TERMINI (MA-MB-FS)","26062597",0,"",65357,0,0
40,1#6,1#1521-17,"TERMINI (MA-MB-FS)","26062598",0,"",65357,0,0
40,1#6,1#1521-18,"TERMINI (MA-MB-FS)","26062599",0,"",65357,0,0
A10,1#6,1#1521-19,"PRENESTINA/LARICI","26062608",0,"",51460,0,0
A01,1#2,1#1522-2,"TERMINI (MA-MB-FS)","25226010",0,"",51459,0,0
40,1#2,1#1522-3,"TERMINI (MA-MB-FS)","25226011",0,"",65357,0,0
40,1#2,1#1522-4,"TERMINI (MA-MB-FS)","25226012",0,"",65357,0,0
40,1#2,1#1522-5,"TERMINI (MA-MB-FS)","25226013",0,"",65357,0,0
40,1#2,1#1522-6,"TERMINI (MA-MB-FS)","25226014",0,"",65357,0,0
40,1#2,1#1522-7,"TERMINI (MA-MB-FS)","25226015",0,"",65357,0,0
A10,1#2,1#1522-8,"PRENESTINA/LARICI","25226016",0,"",51460,0,0
A01,1#2,1#1522-11,"TERMINI (MA-MB-FS)","25226017",0,"",51459,0,0
40,1#2,1#1522-12,"TERMINI (MA-MB-FS)","25226020",0,"",65357,0,0
40,1#2,1#1522-13,"TERMINI (MA-MB-FS)","25226021",0,"",65357,0,0
40,1#2,1#1522-14,"TERMINI (MA-MB-FS)","25226022",0,"",65357,0,0
40,1#2,1#1522-15,"TERMINI (MA-MB-FS)","25226018",0,"",65357,0,0
40,1#2,1#1522-16,"TERMINI (MA-MB-FS)","25226019",0,"",65357,0,0
40,1#2,1#1522-17,"TERMINI (MA-MB-FS)","25226023",0,"",65357,0,0
40,1#2,1#1522-18,"TERMINI (MA-MB-FS)","25226024",0,"",65357,0,0
40,1#2,1#1522-19,"TERMINI (MA-MB-FS)","25226025",0,"",65357,0,0
A10,1#2,1#1522-20,"PRENESTINA/LARICI","25226026",0,"",51460,0,0
A01,1#6,1#1523-2,"TERMINI (MA-MB-FS)","26062609",0,"",51459,0,0
40,1#6,1#1523-3,"TERMINI (MA-MB-FS)","26062625",0,"",65357,0,0
40,1#6,1#1523-4,"TERMINI (MA-MB-FS)","26062626",0,"",65357,0,0
40,1#6,1#1523-5,"TERMINI (MA-MB-FS)","26062627",0,"",65357,0,0
40,1#6,1#1523-6,"TERMINI (MA-MB-FS)","26062628",0,"",65357,0,0
40,1#6,1#1523-7,"TERMINI (MA-MB-FS)","26062629",0,"",65357,0,0
40,1#6,1#1523-8,"TERMINI (MA-MB-FS)","26062610",0,"",65357,0,0
40,1#6,1#1523-9,"TERMINI (MA-MB-FS)","26062611",0,"",65357,0,0
40,1#6,1#1523-10,"TERMINI (MA-MB-FS)","26062612",0,"",65357,0,0
40,1#6,1#1523-11,"TERMINI (MA-MB-FS)","26062613",0,"",65357,0,0
40,1#6,1#1523-12,"TERMINI (MA-MB-FS)","26062614",0,"",65357,0,0
40,1#6,1#1523-13,"TERMINI (MA-MB-FS)","26062615",0,"",65357,0,0
40,1#6,1#1523-14,"TERMINI (MA-MB-FS)","26062621",0,"",65357,0,0
40,1#6,1#1523-15,"TERMINI (MA-MB-FS)","26062622",0,"",65357,0,0
40,1#6,1#1523-16,"TERMINI (MA-MB-FS)","26062623",0,"",65357,0,0
40,1#6,1#1523-17,"TERMINI (MA-MB-FS)","26062624",0,"",65357,0,0
40,1#6,1#1523-18,"TERMINI (MA-MB-FS)","26062616",0,"",65357,0,0
40,1#6,1#1523-19,"TERMINI (MA-MB-FS)","26062617",0,"",65357,0,0
40,1#6,1#1523-20,"TERMINI (MA-MB-FS)","26062618",0,"",65357,0,0
40,1#6,1#1523-21,"TERMINI (MA-MB-FS)","26062619",0,"",65357,0,0
40,1#6,1#1523-22,"TERMINI (MA-MB-FS)","26062620",0,"",65357,0,0
A10,1#6,1#1523-23,"PRENESTINA/LARICI","26062630",0,"",51460,0,0
A01,1#43,1#1524-2,"TERMINI (MA-MB-FS)","25225346",0,"",51459,0,0
40,1#43,1#1524-3,"TERMINI (MA-MB-FS)","25225351",0,"",65357,0,0
40,1#43,1#1524-4,"TERMINI (MA-MB-FS)","25225352",0,"",65357,0,0
40,1#43,1#1524-5,"TERMINI (MA-MB-FS)","25225353",0,"",65357,0,0
40,1#43,1#1524-6,"TERMINI (MA-MB-FS)","25225354",0,"",65357,0,0
40,1#43,1#1524-7,"TERMINI (MA-MB-FS)","25225355",0,"",65357,0,0
40,1#43,1#1524-8,"TERMINI (MA-MB-FS)","25225360",0,"",65357,0,0
40,1#43,1#1524-9,"TERMINI (MA-MB-FS)","25225361",0,"",65357,0,0
40,1#43,1#1524-10,"TERMINI (MA-MB-FS)","25225362",0,"",65357,0,0
40,1#43,1#1524-11,"TERMINI (MA-MB-FS)","25225363",0,"",65357,0,0
40,1#43,1#1524-12,"TERMINI (MA-MB-FS)","25225364",0,"",65357,0,0
40,1#43,1#1524-13,"TERMINI (MA-MB-FS)","25225347",0,"",65357,0,0
40,1#43,1#1524-14,"TERMINI (MA-MB-FS)","25225356",0,"",65357,0,0
40,1#43,1#1524-15,"TERMINI (MA-MB-FS)","25225359",0,"",65357,0,0
40,1#43,1#1524-16,"TERMINI (MA-MB-FS)","25225348",0,"",65357,0,0
40,1#43,1#1524-17,"TERMINI (MA-MB-FS)","25225349",0,"",65357,0,0
40,1#43,1#1524-18,"TERMINI (MA-MB-FS)","25225350",0,"",65357,0,0
40,1#43,1#1524-19,"TERMINI (MA-MB-FS)","25225357",0,"",65357,0,0
40,1#43,1#1524-20,"TERMINI (MA-MB-FS)","25225358",0,"",65357,0,0
A10,1#43,1#1524-21,"PRENESTINA/LARICI","25225365",0,"",51460,0,0
A01,1#2,1#1525-2,"TERMINI (MA-MB-FS)","25226027",0,"",51459,0,0
40,1#2,1#1525-3,"TERMINI (MA-MB-FS)","25226028",0,"",65357,0,0
40,1#2,1#1525-4,"TERMINI (MA-MB-FS)","25226029",0,"",65357,0,0
40,1#2,1#1525-5,"TERMINI (MA-MB-FS)","25226030",0,"",65357,0,0
40,1#2,1#1525-6,"TERMINI (MA-MB-FS)","25226031",0,"",65357,0,0
40,1#2,1#1525-7,"TERMINI (MA-MB-FS)","25226032",0,"",65357,0,0
40,1#2,1#1525-8,"TERMINI (MA-MB-FS)","25226033",0,"",65357,0,0
40,1#2,1#1525-9,"TERMINI (MA-MB-FS)","25226034",0,"",65357,0,0
40,1#2,1#1525-10,"TERMINI (MA-MB-FS)","25226035",0,"",65357,0,0
40,1#2,1#1525-11,"TERMINI (MA-MB-FS)","25226036",0,"",65357,0,0
40,1#2,1#1525-12,"TERMINI (MA-MB-FS)","25226037",0,"",65357,0,0
40,1#2,1#1525-13,"TERMINI (MA-MB-FS)","25226038",0,"",65357,0,0
40,1#2,1#1525-14,"TERMINI (MA-MB-FS)","25226039",0,"",65357,0,0
40,1#2,1#1525-15,"TERMINI (MA-MB-FS)","25226040",0,"",65357,0,0
40,1#2,1#1525-16,"TERMINI (MA-MB-FS)","25226041",0,"",65357,0,0
A10,1#2,1#1525-17,"PRENESTINA/LARICI","25226042",0,"",51460,0,0
A01,1#43,1#1526-2,"TERMINI (MA-MB-FS)","25225366",0,"",51459,0,0
40,1#43,1#1526-3,"TERMINI (MA-MB-FS)","25225372",0,"",65357,0,0
40,1#43,1#1526-4,"TERMINI (MA-MB-FS)","25225367",0,"",65357,0,0
40,1#43,1#1526-5,"TERMINI (MA-MB-FS)","25225368",0,"",65357,0,0
40,1#43,1#1526-6,"TERMINI (MA-MB-FS)","25225369",0,"",65357,0,0
40,1#43,1#1526-7,"TERMINI (MA-MB-FS)","25225370",0,"",65357,0,0
40,1#43,1#1526-8,"TERMINI (MA-MB-FS)","25225371",0,"",65357,0,0
40,1#43,1#1526-9,"TERMINI (MA-MB-FS)","25225378",0,"",65357,0,0
40,1#43,1#1526-10,"TERMINI (MA-MB-FS)","25225379",0,"",65357,0,0
40,1#43,1#1526-11,"TERMINI (MA-MB-FS)","25225380",0,"",65357,0,0
40,1#43,1#1526-12,"TERMINI (MA-MB-FS)","25225381",0,"",65357,0,0
40,1#43,1#1526-13,"TERMINI (MA-MB-FS)","25225382",0,"",65357,0,0
40,1#43,1#1526-14,"TERMINI (MA-MB-FS)","25225383",0,"",65357,0,0
40,1#43,1#1526-15,"TERMINI (MA-MB-FS)","25225384",0,"",65357,0,0
40,1#43,1#1526-16,"TERMINI (MA-MB-FS)","25225377",0,"",65357,0,0
40,1#43,1#1526-17,"TERMINI (MA-MB-FS)","25225373",0,"",65357,0,0
40,1#43,1#1526-18,"TERMINI (MA-MB-FS)","25225374",0,"",65357,0,0
40,1#43,1#1526-19,"TERMINI (MA-MB-FS)","25225375",0,"",65357,0,0
40,1#43,1#1526-20,"TERMINI (MA-MB-FS)","25225376",0,"",65357,0,0
A10,1#43,1#1526-21,"PRENESTINA/LARICI","25225385",0,"",51460,0,0
A01,1#6,1#1527-2,"TERMINI (MA-MB-FS)","26062631",0,"",51459,0,0
40,1#6,1#1527-3,"TERMINI (MA-MB-FS)","26062643",0,"",65357,0,0
40,1#6,1#1527-4,"TERMINI (MA-MB-FS)","26062644",0,"",65357,0,0
40,1#6,1#1527-5,"TERMINI (MA-MB-FS)","26062645",0,"",65357,0,0
40,1#6,1#1527-6,"TERMINI (MA-MB-FS)","26062646",0,"",65357,0,0
40,1#6,1#1527-7,"TERMINI (MA-MB-FS)","26062632",0,"",65357,0,0
40,1#6,1#1527-8,"TERMINI (MA-MB-FS)","26062633",0,"",65357,0,0
40,1#6,1#1527-9,"TERMINI (MA-MB-FS)","26062634",0,"",65357,0,0
40,1#6,1#1527-10,"TERMINI (MA-MB-FS)","26062635",0,"",65357,0,0
40,1#6,1#1527-11,"TERMINI (MA-MB-FS)","26062636",0,"",65357,0,0
40,1#6,1#1527-12,"TERMINI (MA-MB-FS)","26062637",0,"",65357,0,0
40,1#6,1#1527-13,"TERMINI (MA-MB-FS)","26062638",0,"",65357,0,0
40,1#6,1#1527-14,"TERMINI (MA-MB-FS)","26062639",0,"",65357,0,0
40,1#6,1#1527-15,"TERMINI (MA-MB-FS)","26062640",0,"",65357,0,0
40,1#6,1#1527-16,"TERMINI (MA-MB-FS)","26062641",0,"",65357,0,0
40,1#6,1#1527-17,"TERMINI (MA-MB-FS)","26062642",0,"",65357,0,0
A10,1#6,1#1527-18,"PRENESTINA/LARICI","26062647",0,"",51460,0,0
A01,1#43,1#1528-2,"TERMINI (MA-MB-FS)","25225386",0,"",51459,0,0
40,1#43,1#1528-3,"TERMINI (MA-MB-FS)","25225391",0,"",65357,0,0
40,1#43,1#1528-4,"TERMINI (MA-MB-FS)","25225387",0,"",65357,0,0
40,1#43,1#1528-5,"TERMINI (MA-MB-FS)","25225388",0,"",65357,0,0
40,1#43,1#1528-6,"TERMINI (MA-MB-FS)","25225392",0,"",65357,0,0
