route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,exceptional
T01,1#5,1#1-2,"TUSCOLANA/ANAGNINA","18365364",0,"",51509,0,0
C11,1#5,1#1-4,"CIMITERO LAURENTINO","18365366",0,"",63032,0,0
C11,1#5,1#1-5,"CINECITTA' (MA)","18365368",1,"",63033,0,0
C11,1#5,1#1-6,"CIMITERO LAURENTINO","18365367",0,"",63032,0,0
C11,1#5,1#1-7,"CINECITTA' (MA)","18365369",1,"",63033,0,0
C11,1#5,1#1-8,"CIMITERO LAURENTINO","18365365",0,"",63032,0,0
C11,1#5,1#1-9,"CINECITTA' (MA)","18365370",1,"",63033,0,0
T10,1#5,1#1-11,"TOR VERGATA/SCHIAVONETTI","18365371",0,"",51510,0,0
T01,1#16,1#2-2,"TUSCOLANA/ANAGNINA","18369542",0,"",51509,0,0
C11,1#16,1#2-4,"CIMITERO LAURENTINO","18369543",0,"",63032,0,0
C11,1#16,1#2-5,"CINECITTA' (MA)","18369546",1,"",63033,0,0
C11,1#16,1#2-6,"CIMITERO LAURENTINO","18369544",0,"",63032,0,0
C11,1#16,1#2-7,"CINECITTA' (MA)","18369547",1,"",63033,0,0
C11,1#16,1#2-8,"CIMITERO LAURENTINO","18369545",0,"",63032,0,0
C11,1#16,1#2-9,"CINECITTA' (MA)","18369548",1,"",63033,0,0
T10,1#16,1#2-11,"TOR VERGATA/SCHIAVONETTI","18369549",0,"",51510,0,0
T01,1#16,1#3-2,"TUSCOLANA/ANAGNINA","18369550",0,"",51509,0,0
C11,1#16,1#3-4,"CIMITERO LAURENTINO","18369551",0,"",63032,0,0
C11,1#16,1#3-5,"CINECITTA' (MA)","18369552",1,"",63033,0,0
T10,1#16,1#3-7,"TOR VERGATA/SCHIAVONETTI","18369553",0,"",51510,0,0
T01,1#5,1#4-2,"TUSCOLANA/ANAGNINA","18365372",0,"",51509,0,0
C11,1#5,1#4-4,"CIMITERO LAURENTINO","18365373",0,"",63032,0,0
C11,1#5,1#4-5,"CINECITTA' (MA)","18365374",1,"",63033,0,0
T10,1#5,1#4-7,"TOR VERGATA/SCHIAVONETTI","112",0,"",51510,0,0
C13,1#34,1#5-2,"P.LE STAZIONE DEL LIDO (RL)","25049164",1,"",700597,0,0
C13,1#34,1#5-3,"CIMITERO LAURENTINO","25049165",0,"",65897,0,0
C13,1#34,1#5-4,"P.LE STAZIONE DEL LIDO (RL)","25049168",1,"",65898,0,0
C13,1#34,1#5-5,"CIMITERO LAURENTINO","25049166",0,"",65897,0,0
C13,1#34,1#5-6,"P.LE STAZIONE DEL LIDO (RL)","25049169",1,"",65898,0,0
C13,1#34,1#5-7,"CIMITERO LAURENTINO","25049167",0,"",65897,0,0
C13,1#34,1#5-8,"P.LE STAZIONE DEL LIDO (RL)","25049170",1,"",65898,0,0
C20,1#34,1#5-10,"LENORMANT/ZELIA NUTTAL","25049171",0,"",51477,0,0
P02,1#19,1#6-2,"TERMINI (MA-MB-FS)","18367134",0,"",52894,0,0
C2,1#19,1#6-3,"CIMITERO FLAMINIO","18367142",0,"",65345,0,0
C2,1#19,1#6-4,"TERMINI (MA-MB-FS)","18367138",1,"",65346,0,0
C2,1#19,1#6-5,"CIMITERO FLAMINIO","18367141",0,"",65345,0,0
C2,1#19,1#6-6,"TERMINI (MA-MB-FS)","18367137",1,"",65346,0,0
C2,1#19,1#6-7,"CIMITERO FLAMINIO","18367140",0,"",65345,0,0
C2,1#19,1#6-8,"TERMINI (MA-MB-FS)","18367136",1,"",65346,0,0
C2,1#19,1#6-9,"CIMITERO FLAMINIO","18367139",0,"",65345,0,0
C2,1#19,1#6-10,"TERMINI (MA-MB-FS)","18367135",1,"",65346,0,0
P20,1#19,1#6-11,"PORTONACCIO/TIBURTINA","18367143",0,"",51506,0,0
P02,1#21,1#7-2,"TERMINI (MA-MB-FS)","24141940",0,"",52894,0,0
C2,1#21,1#7-3,"CIMITERO FLAMINIO","24141948",0,"",65345,0,0
C2,1#21,1#7-4,"TERMINI (MA-MB-FS)","24141941",1,"",65346,0,0
C2,1#21,1#7-5,"CIMITERO FLAMINIO","24141945",0,"",65345,0,0
C2,1#21,1#7-6,"TERMINI (MA-MB-FS)","24141942",1,"",65346,0,0
C2,1#21,1#7-7,"CIMITERO FLAMINIO","24141946",0,"",65345,0,0
C2,1#21,1#7-8,"TERMINI (MA-MB-FS)","24141943",1,"",65346,0,0
C2,1#21,1#7-9,"CIMITERO FLAMINIO","24141947",0,"",65345,0,0
C2,1#21,1#7-10,"TERMINI (MA-MB-FS)","24141944",1,"",65346,0,0
P20,1#21,1#7-11,"PORTONACCIO/TIBURTINA","24141949",0,"",51506,0,0
P02,1#21,1#8-2,"TERMINI (MA-MB-FS)","24141950",0,"",52894,0,0
C2,1#21,1#8-3,"CIMITERO FLAMINIO","24141955",0,"",65345,0,0
C2,1#21,1#8-4,"TERMINI (MA-MB-FS)","24141951",1,"",65346,0,0
C2,1#21,1#8-5,"CIMITERO FLAMINIO","24141956",0,"",65345,0,0
C2,1#21,1#8-6,"TERMINI (MA-MB-FS)","24141952",1,"",65346,0,0
C2,1#21,1#8-7,"CIMITERO FLAMINIO","24141957",0,"",65345,0,0
C2,1#21,1#8-8,"TERMINI (MA-MB-FS)","24141953",1,"",65346,0,0
C2,1#21,1#8-9,"CIMITERO FLAMINIO","24141958",0,"",65345,0,0
C2,1#21,1#8-10,"TERMINI (MA-MB-FS)","24141954",1,"",65346,0,0
P20,1#21,1#8-11,"PORTONACCIO/TIBURTINA","24141959",0,"",51506,0,0
P02,1#19,1#9-2,"TERMINI (MA-MB-FS)","18367153",0,"",52894,0,0
C2,1#19,1#9-3,"CIMITERO FLAMINIO","18367151",0,"",65345,0,0
C2,1#19,1#9-4,"TERMINI (MA-MB-FS)","18367147",1,"",65346,0,0
C2,1#19,1#9-5,"CIMITERO FLAMINIO","18367150",0,"",65345,0,0
C2,1#19,1#9-6,"TERMINI (MA-MB-FS)","18367146",1,"",65346,0,0
C2,1#19,1#9-7,"CIMITERO FLAMINIO","18367149",0,"",65345,0,0
C2,1#19,1#9-8,"TERMINI (MA-MB-FS)","18367145",1,"",65346,0,0
C2,1#19,1#9-9,"CIMITERO FLAMINIO","18367148",0,"",65345,0,0
C2,1#19,1#9-10,"TERMINI (MA-MB-FS)","18367144",1,"",65346,0,0
P20,1#19,1#9-11,"PORTONACCIO/TIBURTINA","18367152",0,"",51506,0,0
C3,1#6,1#10-2,"CIMITERO FLAMINIO","25018927",1,"",65386,0,0
C3,1#6,1#10-3,"STAZ.NE TIBURTINA (MB)","25018922",0,"",65385,0,0
C3,1#6,1#10-4,"CIMITERO FLAMINIO","25018923",1,"",65386,0,0
C3,1#6,1#10-5,"STAZ.NE TIBURTINA (MB)","25018924",0,"",65385,0,0
C3,1#6,1#10-6,"CIMITERO FLAMINIO","25018925",1,"",65386,0,0
C3,1#6,1#10-7,"STAZ.NE TIBURTINA (MB)","25018926",0,"",65385,0,0
C3,1#1,1#11-2,"CIMITERO FLAMINIO","24368612",1,"",65386,0,0
C3,1#1,1#11-3,"STAZ.NE TIBURTINA (MB)","24368613",0,"",65385,0,0
C3,1#1,1#11-4,"CIMITERO FLAMINIO","24368614",1,"",65386,0,0
C3,1#1,1#11-5,"STAZ.NE TIBURTINA (MB)","24368615",0,"",65385,0,0
C3,1#1,1#11-6,"CIMITERO FLAMINIO","24368616",1,"",65386,0,0
C3,1#1,1#11-7,"STAZ.NE TIBURTINA (MB)","24368617",0,"",65385,0,0
C3,1#6,1#12-2,"CIMITERO FLAMINIO","23566057",1,"",65386,0,0
C3,1#6,1#12-3,"STAZ.NE TIBURTINA (MB)","23566058",0,"",65385,0,0
C3,1#6,1#12-4,"CIMITERO FLAMINIO","23566059",1,"",65386,0,0
C3,1#6,1#12-5,"STAZ.NE TIBURTINA (MB)","23566060",0,"",65385,0,0
C3,1#6,1#12-6,"CIMITERO FLAMINIO","23566061",1,"",65386,0,0
C3,1#6,1#12-7,"STAZ.NE TIBURTINA (MB)","23566062",0,"",65385,0,0
C3,1#1,1#13-2,"CIMITERO FLAMINIO","24368623",1,"",65386,0,0
C3,1#1,1#13-3,"STAZ.NE TIBURTINA (MB)","24368620",0,"",65385,0,0
C3,1#1,1#13-4,"CIMITERO FLAMINIO","24368618",1,"",65386,0,0
C3,1#1,1#13-5,"STAZ.NE TIBURTINA (MB)","24368619",0,"",65385,0,0
C3,1#1,1#13-6,"CIMITERO FLAMINIO","24368622",1,"",65386,0,0
C3,1#1,1#13-7,"STAZ.NE TIBURTINA (MB)","24368621",0,"",65385,0,0
C3,1#1,1#14-2,"CIMITERO FLAMINIO","24368628",1,"",65386,0,0
C3,1#1,1#14-3,"STAZ.NE TIBURTINA (MB)","24368629",0,"",65385,0,0
C3,1#1,1#14-4,"CIMITERO FLAMINIO","24368624",1,"",65386,0,0
C3,1#1,1#14-5,"STAZ.NE TIBURTINA (MB)","24368625",0,"",65385,0,0
C3,1#1,1#14-6,"CIMITERO FLAMINIO","24368627",1,"",65386,0,0
C3,1#1,1#14-7,"STAZ.NE TIBURTINA (MB)","24368626",0,"",65385,0,0
C3,1#6,1#15-2,"CIMITERO FLAMINIO","25324973",1,"",65386,0,0
C3,1#6,1#15-3,"STAZ.NE TIBURTINA (MB)","25324974",0,"",65385,0,0
C3,1#6,1#15-4,"CIMITERO FLAMINIO","25324975",1,"",65386,0,0
C3,1#6,1#15-5,"STAZ.NE TIBURTINA (MB)","25324976",0,"",65385,0,0
C3,1#6,1#15-6,"CIMITERO FLAMINIO","25324977",1,"",65386,0,0
C3,1#6,1#15-7,"STAZ.NE TIBURTINA (MB)","25324978",0,"",65385,0,0
C3,1#1,1#16-2,"CIMITERO FLAMINIO","24368632",1,"",65386,0,0
C3,1#1,1#16-3,"STAZ.NE TIBURTINA (MB)","24368633",0,"",65385,0,0
C3,1#1,1#16-4,"CIMITERO FLAMINIO","24368635",1,"",65386,0,0
C3,1#1,1#16-5,"STAZ.NE TIBURTINA (MB)","24368634",0,"",65385,0,0
C3,1#1,1#16-6,"CIMITERO FLAMINIO","24368630",1,"",65386,0,0
C3,1#1,1#16-7,"STAZ.NE TIBURTINA (MB)","24368631",0,"",65385,0,0
C3,1#6,1#17-2,"CIMITERO FLAMINIO","23566069",1,"",65386,0,0
C3,1#6,1#17-3,"STAZ.NE TIBURTINA (MB)","23566070",0,"",65385,0,0
C3,1#6,1#17-4,"CIMITERO FLAMINIO","23566071",1,"",65386,0,0
C3,1#6,1#17-5,"STAZ.NE TIBURTINA (MB)","23566072",0,"",65385,0,0
C3,1#6,1#17-6,"CIMITERO FLAMINIO","23566073",1,"",65386,0,0
C3,1#6,1#17-7,"STAZ.NE TIBURTINA (MB)","23566074",0,"",65385,0,0
C3,1#1,1#18-2,"CIMITERO FLAMINIO","24368641",1,"",65386,0,0
C3,1#1,1#18-3,"STAZ.NE TIBURTINA (MB)","24368637",0,"",65385,0,0
C3,1#1,1#18-4,"CIMITERO FLAMINIO","24368638",1,"",65386,0,0
C3,1#1,1#18-5,"STAZ.NE TIBURTINA (MB)","24368639",0,"",65385,0,0
C3,1#1,1#18-6,"CIMITERO FLAMINIO","24368640",1,"",65386,0,0
C3,1#1,1#18-7,"STAZ.NE TIBURTINA (MB)","24368636",0,"",65385,0,0
C3,1#6,1#19-2,"CIMITERO FLAMINIO","25018928",1,"",65386,0,0
C3,1#6,1#19-3,"STAZ.NE TIBURTINA (MB)","25018929",0,"",65385,0,0
C3,1#6,1#19-4,"CIMITERO FLAMINIO","25018930",1,"",65386,0,0
C3,1#6,1#19-5,"STAZ.NE TIBURTINA (MB)","25018931",0,"",65385,0,0
C3,1#6,1#19-6,"CIMITERO FLAMINIO","25018932",1,"",65386,0,0
C3,1#6,1#19-7,"STAZ.NE TIBURTINA (MB)","25018933",0,"",65385,0,0
C4,1#19,1#20-2,"P.LE STAZIONE DEL LIDO (RL)","18367164",1,"",700596,0,0
C4,1#19,1#20-3,"CIMITERO FLAMINIO","18367160",0,"",63455,0,0
C4,1#19,1#20-4,"P.LE STAZIONE DEL LIDO (RL)","18367162",1,"",63456,0,0
C4,1#19,1#20-5,"CIMITERO FLAMINIO","18367161",0,"",63455,0,0
C4,1#19,1#20-6,"P.LE STAZIONE DEL LIDO (RL)","18367163",1,"",63456,0,0
C20,1#19,1#20-8,"LENORMANT/ZELIA NUTTAL","18367165",0,"",51477,0,0
C4,1#21,1#21-2,"P.LE STAZIONE DEL LIDO (RL)","18365466",1,"",700596,0,0
C4,1#21,1#21-3,"CIMITERO FLAMINIO","18365463",0,"",63455,0,0
C4,1#21,1#21-4,"P.LE STAZIONE DEL LIDO (RL)","18365464",1,"",63456,0,0
C4,1#21,1#21-5,"CIMITERO FLAMINIO","18365462",0,"",63455,0,0
C4,1#21,1#21-6,"P.LE STAZIONE DEL LIDO (RL)","18365465",1,"",63456,0,0
C20,1#21,1#21-8,"LENORMANT/ZELIA NUTTAL","18365467",0,"",51477,0,0
C5,1#21,1#22-2,"STAZIONE MONTEBELLO (RV)","18365476",0,"",63204,0,0
C5,1#21,1#22-3,"P. ZA DELLE CAMELIE","18365477",1,"",63205,0,0
C5,1#19,1#23-2,"STAZIONE MONTEBELLO (RV)","18367174",0,"",63204,0,0
C5,1#19,1#23-3,"P. ZA DELLE CAMELIE","18367175",1,"",63205,0,0
C5,1#19,1#24-2,"STAZIONE MONTEBELLO (RV)","18367176",0,"",63204,0,0
C5,1#19,1#24-3,"P. ZA DELLE CAMELIE","18367177",1,"",63205,0,0
C5,1#21,1#25-2,"STAZIONE MONTEBELLO (RV)","18365478",0,"",63204,0,0
C5,1#21,1#25-3,"P. ZA DELLE CAMELIE","18365479",1,"",63205,0,0
C5,1#21,1#26-2,"STAZIONE MONTEBELLO (RV)","18365480",0,"",63204,0,0
C5,1#21,1#26-3,"P. ZA DELLE CAMELIE","18365481",1,"",63205,0,0
C5,1#19,1#27-2,"STAZIONE MONTEBELLO (RV)","18367178",0,"",63204,0,0
C5,1#19,1#27-3,"P. ZA DELLE CAMELIE","18367179",1,"",63205,0,0
C5,1#19,1#28-2,"STAZIONE MONTEBELLO (RV)","18367180",0,"",63204,0,0
C5,1#19,1#28-3,"P. ZA DELLE CAMELIE","18367181",1,"",63205,0,0
C5,1#21,1#29-2,"STAZIONE MONTEBELLO (RV)","18365482",0,"",63204,0,0
C5,1#21,1#29-3,"P. ZA DELLE CAMELIE","18365483",1,"",63205,0,0
C7,1#19,1#30-2,"CIMITERO FLAMINIO","18367191",0,"",50151,0,0
C7,1#19,1#30-3,"LAURENTINA (MB)","18367193",1,"",50152,0,0
C7,1#19,1#30-4,"CIMITERO FLAMINIO","18367190",0,"",50151,0,0
C7,1#19,1#30-5,"LAURENTINA (MB)","18367192",1,"",50152,0,0
C7,1#21,1#31-2,"CIMITERO FLAMINIO","18365493",0,"",50151,0,0
C7,1#21,1#31-3,"LAURENTINA (MB)","18365495",1,"",50152,0,0
C7,1#21,1#31-4,"CIMITERO FLAMINIO","18365492",0,"",50151,0,0
C7,1#21,1#31-5,"LAURENTINA (MB)","18365494",1,"",50152,0,0
C7,1#21,1#32-2,"CIMITERO FLAMINIO","18365496",0,"",50151,0,0
C7,1#21,1#32-3,"LAURENTINA (MB)","18365497",1,"",50152,0,0
C7,1#19,1#33-2,"CIMITERO FLAMINIO","18367194",0,"",50151,0,0
C7,1#19,1#33-3,"LAURENTINA (MB)","18367195",1,"",50152,0,0
C7,1#19,1#34-2,"CIMITERO FLAMINIO","18367196",0,"",50151,0,0
C7,1#19,1#34-3,"LAURENTINA (MB)","18367197",1,"",50152,0,0
C7,1#21,1#35-2,"CIMITERO FLAMINIO","18365498",0,"",50151,0,0
C7,1#21,1#35-3,"LAURENTINA (MB)","18365499",1,"",50152,0,0
C9,1#21,1#36-2,"S. VITTORINO","18365505",0,"",53769,0,0
C9,1#21,1#36-3,"ROMANISTI/MARFORIO","18365504",1,"",50154,0,0
C9,1#19,1#37-2,"S. VITTORINO","18367203",0,"",53769,0,0
C9,1#19,1#37-3,"ROMANISTI/MARFORIO","18367202",1,"",50154,0,0
C9,1#19,1#38-2,"S. VITTORINO","18367205",0,"",53769,0,0
C9,1#19,1#38-3,"ROMANISTI/MARFORIO","18367204",1,"",50154,0,0
C9,1#21,1#39-2,"S. VITTORINO","18365507",0,"",53769,0,0
C9,1#21,1#39-3,"ROMANISTI/MARFORIO","18365506",1,"",50154,0,0
H,1#43,1#40-2,"DEI CAPASSO","26175672",1,"",700208,0,0
H,1#43,1#40-3,"TERMINI (MA-MB-FS)","26175678",0,"",65339,0,0
H,1#43,1#40-4,"DEI CAPASSO","26175673",1,"",65340,0,0
H,1#43,1#40-5,"TERMINI (MA-MB-FS)","26175677",0,"",65339,0,0
H,1#43,1#40-6,"DEI CAPASSO","26175671",1,"",65340,0,0
H,1#43,1#40-7,"TERMINI (MA-MB-FS)","26175675",0,"",65339,0,0
H,1#43,1#40-8,"DEI CAPASSO","26175676",1,"",65340,0,0
H,1#43,1#40-9,"TERMINI (MA-MB-FS)","26175659",0,"",65339,0,0
H,1#43,1#40-10,"DEI CAPASSO","26175666",1,"",65340,0,0
H,1#43,1#40-11,"TERMINI (MA-MB-FS)","26175662",0,"",65339,0,0
H,1#43,1#40-12,"DEI CAPASSO","26175660",1,"",65340,0,0
H,1#43,1#40-13,"TERMINI (MA-MB-FS)","26175661",0,"",65339,0,0
H,1#43,1#40-14,"DEI CAPASSO","26175668",1,"",65340,0,0
H,1#43,1#40-15,"TERMINI (MA-MB-FS)","26175669",0,"",65339,0,0
H,1#43,1#40-16,"DEI CAPASSO","26175670",1,"",65340,0,0
H,1#43,1#40-17,"TERMINI (MA-MB-FS)","26175674",0,"",65339,0,0
H,1#43,1#40-18,"DEI CAPASSO","26175663",1,"",65340,0,0
H,1#43,1#40-19,"TERMINI (MA-MB-FS)","26175665",0,"",65339,0,0
H,1#43,1#40-20,"DEI CAPASSO","26175664",1,"",65340,0,0
H,1#43,1#40-21,"TERMINI (MA-MB-FS)","26175667",0,"",65339,0,0
P20,1#43,1#40-22,"PORTONACCIO/TIBURTINA","26175679",0,"",51506,0,0
H,1#11,1#41-2,"DEI CAPASSO","26065265",1,"",700208,0,0
H,1#11,1#41-3,"TERMINI (MA-MB-FS)","26065261",0,"",65339,0,0
H,1#11,1#41-4,"DEI CAPASSO","26065270",1,"",65340,0,0
H,1#11,1#41-5,"TERMINI (MA-MB-FS)","26065262",0,"",65339,0,0
H,1#11,1#41-6,"DEI CAPASSO","26065271",1,"",65340,0,0
H,1#11,1#41-7,"TERMINI (MA-MB-FS)","26065263",0,"",65339,0,0
H,1#11,1#41-8,"DEI CAPASSO","26065272",1,"",65340,0,0
H,1#11,1#41-9,"TERMINI (MA-MB-FS)","26065275",0,"",65339,0,0
H,1#11,1#41-10,"DEI CAPASSO","26065274",1,"",65340,0,0
H,1#11,1#41-11,"TERMINI (MA-MB-FS)","26065258",0,"",65339,0,0
H,1#11,1#41-12,"DEI CAPASSO","26065268",1,"",65340,0,0
H,1#11,1#41-13,"TERMINI (MA-MB-FS)","26065259",0,"",65339,0,0
H,1#11,1#41-14,"DEI CAPASSO","26065269",1,"",65340,0,0
H,1#11,1#41-15,"TERMINI (MA-MB-FS)","26065260",0,"",65339,0,0
H,1#11,1#41-16,"DEI CAPASSO","26065273",1,"",65340,0,0
H,1#11,1#41-17,"TERMINI (MA-MB-FS)","26065266",0,"",65339,0,0
H,1#11,1#41-18,"DEI CAPASSO","26065264",1,"",65340,0,0
H,1#11,1#41-19,"TERMINI (MA-MB-FS)","26065267",0,"",65339,0,0
P20,1#11,1#41-20,"PORTONACCIO/TIBURTINA","26065276",0,"",51506,0,0
H,1#6,1#42-2,"DEI CAPASSO","25634014",1,"",700208,0,0
H,1#6,1#42-3,"TERMINI (MA-MB-FS)","25634009",0,"",65339,0,0
H,1#6,1#42-4,"DEI CAPASSO","25634010",1,"",65340,0,0
H,1#6,1#42-5,"TERMINI (MA-MB-FS)","25634004",0,"",65339,0,0
H,1#6,1#42-6,"DEI CAPASSO","25634013",1,"",65340,0,0
H,1#6,1#42-7,"TERMINI (MA-MB-FS)","25634006",0,"",65339,0,0
H,1#6,1#42-8,"DEI CAPASSO","25634005",1,"",65340,0,0
H,1#6,1#42-9,"TERMINI (MA-MB-FS)","25634007",0,"",65339,0,0
H,1#6,1#42-10,"DEI CAPASSO","25634011",1,"",65340,0,0
H,1#6,1#42-11,"TERMINI (MA-MB-FS)","25634012",0,"",65339,0,0
H,1#6,1#42-12,"DEI CAPASSO","25634008",1,"",65340,0,0
P02,1#43,1#43-2,"TERMINI (MA-MB-FS)","26126575",0,"",52894,0,0
H,1#43,1#43-3,"DEI CAPASSO","26126570",1,"",65340,0,0
H,1#43,1#43-4,"TERMINI (MA-MB-FS)","26126572",0,"",65339,0,0
H,1#43,1#43-5,"DEI CAPASSO","26126561",1,"",65340,0,0
H,1#43,1#43-6,"TERMINI (MA-MB-FS)","26126574",0,"",65339,0,0
H,1#43,1#43-7,"DEI CAPASSO","26126573",1,"",65340,0,0
H,1#43,1#43-8,"TERMINI (MA-MB-FS)","26126562",0,"",65339,0,0
H,1#43,1#43-9,"DEI CAPASSO","26126564",1,"",65340,0,0
H,1#43,1#43-10,"TERMINI (MA-MB-FS)","26126563",0,"",65339,0,0
H,1#43,1#43-11,"DEI CAPASSO","26126565",1,"",65340,0,0
H,1#43,1#43-12,"TERMINI (MA-MB-FS)","26126566",0,"",65339,0,0
H,1#43,1#43-13,"DEI CAPASSO","26126567",1,"",65340,0,0
H,1#43,1#43-14,"TERMINI (MA-MB-FS)","26126568",0,"",65339,0,0
H,1#43,1#43-15,"DEI CAPASSO","26126569",1,"",65340,0,0
H,1#43,1#43-16,"TERMINI (MA-MB-FS)","26126571",0,"",65339,0,0
P20,1#43,1#43-17,"PORTONACCIO/TIBURTINA","26126576",0,"",51506,0,0
P02,1#43,1#44-2,"TERMINI (MA-MB-FS)","26175684",0,"",52894,0,0
H,1#43,1#44-3,"DEI CAPASSO","26175681",1,"",65340,0,0
H,1#43,1#44-4,"TERMINI (MA-MB-FS)","26175680",0,"",65339,0,0
H,1#43,1#44-5,"DEI CAPASSO","26175683",1,"",65340,0,0
H,1#43,1#44-6,"TERMINI (MA-MB-FS)","26175682",0,"",65339,0,0
P20,1#43,1#44-7,"PORTONACCIO/TIBURTINA","26175685",0,"",51506,0,0
P02,1#6,1#45-2,"TERMINI (MA-MB-FS)","25634030",0,"",52894,0,0
H,1#6,1#45-3,"DEI CAPASSO","25634025",1,"",65340,0,0
H,1#6,1#45-4,"TERMINI (MA-MB-FS)","25634020",0,"",65339,0,0
H,1#6,1#45-5,"DEI CAPASSO","25634018",1,"",65340,0,0
H,1#6,1#45-6,"TERMINI (MA-MB-FS)","25634019",0,"",65339,0,0
H,1#6,1#45-7,"DEI CAPASSO","25634022",1,"",65340,0,0
H,1#6,1#45-8,"TERMINI (MA-MB-FS)","25634024",0,"",65339,0,0
H,1#6,1#45-9,"DEI CAPASSO","25634023",1,"",65340,0,0
H,1#6,1#45-10,"TERMINI (MA-MB-FS)","25634027",0,"",65339,0,0
H,1#6,1#45-11,"DEI CAPASSO","25634026",1,"",65340,0,0
H,1#6,1#45-12,"TERMINI (MA-MB-FS)","25634028",0,"",65339,0,0
H,1#6,1#45-13,"DEI CAPASSO","25634029",1,"",65340,0,0
H,1#6,1#45-14,"TERMINI (MA-MB-FS)","25634016",0,"",65339,0,0
H,1#6,1#45-15,"DEI CAPASSO","25634017",1,"",65340,0,0
H,1#6,1#45-16,"TERMINI (MA-MB-FS)","25634021",0,"",65339,0,0
P20,1#6,1#45-17,"PORTONACCIO/TIBURTINA","25634015",0,"",51506,0,0
P02,1#11,1#46-2,"TERMINI (MA-MB-FS)","26065278",0,"",52894,0,0
H,1#11,1#46-3,"DEI CAPASSO","26065289",1,"",65340,0,0
H,1#11,1#46-4,"TERMINI (MA-MB-FS)","26065279",0,"",65339,0,0
H,1#11,1#46-5,"DEI CAPASSO","26065286",1,"",65340,0,0
H,1#11,1#46-6,"TERMINI (MA-MB-FS)","26065280",0,"",65339,0,0
H,1#11,1#46-7,"DEI CAPASSO","26065287",1,"",65340,0,0
H,1#11,1#46-8,"TERMINI (MA-MB-FS)","26065281",0,"",65339,0,0
H,1#11,1#46-9,"DEI CAPASSO","26065288",1,"",65340,0,0
H,1#11,1#46-10,"TERMINI (MA-MB-FS)","26065282",0,"",65339,0,0
H,1#11,1#46-11,"DEI CAPASSO","26065290",1,"",65340,0,0
H,1#11,1#46-12,"TERMINI (MA-MB-FS)","26065283",0,"",65339,0,0
H,1#11,1#46-13,"DEI CAPASSO","26065291",1,"",65340,0,0
H,1#11,1#46-14,"TERMINI (MA-MB-FS)","26065284",0,"",65339,0,0
H,1#11,1#46-15,"DEI CAPASSO","26065292",1,"",65340,0,0
H,1#11,1#46-16,"TERMINI (MA-MB-FS)","26065285",0,"",65339,0,0
P20,1#11,1#46-17,"PORTONACCIO/TIBURTINA","26065277",0,"",51506,0,0
H,1#43,1#47-2,"DEI CAPASSO","26175697",1,"",700208,0,0
H,1#43,1#47-3,"TERMINI (MA-MB-FS)","26175700",0,"",65339,0,0
H,1#43,1#47-4,"DEI CAPASSO","26175698",1,"",65340,0,0
H,1#43,1#47-5,"TERMINI (MA-MB-FS)","26175702",0,"",65339,0,0
H,1#43,1#47-6,"DEI CAPASSO","26175699",1,"",65340,0,0
H,1#43,1#47-7,"TERMINI (MA-MB-FS)","26175686",0,"",65339,0,0
H,1#43,1#47-8,"DEI CAPASSO","26175701",1,"",65340,0,0
H,1#43,1#47-9,"TERMINI (MA-MB-FS)","26175688",0,"",65339,0,0
H,1#43,1#47-10,"DEI CAPASSO","26175687",1,"",65340,0,0
H,1#43,1#47-11,"TERMINI (MA-MB-FS)","26175693",0,"",65339,0,0
H,1#43,1#47-12,"DEI CAPASSO","26175692",1,"",65340,0,0
H,1#43,1#47-13,"TERMINI (MA-MB-FS)","26175694",0,"",65339,0,0
H,1#43,1#47-14,"DEI CAPASSO","26175695",1,"",65340,0,0
H,1#43,1#47-15,"TERMINI (MA-MB-FS)","26175696",0,"",65339,0,0
H,1#43,1#47-16,"DEI CAPASSO","26175689",1,"",65340,0,0
H,1#43,1#47-17,"TERMINI (MA-MB-FS)","26175691",0,"",65339,0,0
H,1#43,1#47-18,"DEI CAPASSO","26175690",1,"",65340,0,0
H,1#43,1#48-2,"DEI CAPASSO","26175711",1,"",700208,0,0
H,1#43,1#48-3,"TERMINI (MA-MB-FS)","26175710",0,"",65339,0,0
H,1#43,1#48-4,"DEI CAPASSO","26175705",1,"",65340,0,0
H,1#43,1#48-5,"TERMINI (MA-MB-FS)","26175713",0,"",65339,0,0
H,1#43,1#48-6,"DEI CAPASSO","26175714",1,"",65340,0,0
H,1#43,1#48-7,"TERMINI (MA-MB-FS)","26175716",0,"",65339,0,0
H,1#43,1#48-8,"DEI CAPASSO","26175715",1,"",65340,0,0
H,1#43,1#48-9,"TERMINI (MA-MB-FS)","26175703",0,"",65339,0,0
H,1#43,1#48-10,"DEI CAPASSO","26175704",1,"",65340,0,0
H,1#43,1#48-11,"TERMINI (MA-MB-FS)","26175706",0,"",65339,0,0
H,1#43,1#48-12,"DEI CAPASSO","26175709",1,"",65340,0,0
H,1#43,1#48-13,"TERMINI (MA-MB-FS)","26175707",0,"",65339,0,0
H,1#43,1#48-14,"DEI CAPASSO","26175717",1,"",65340,0,0
H,1#43,1#48-15,"TERMINI (MA-MB-FS)","26175718",0,"",65339,0,0
H,1#43,1#48-16,"DEI CAPASSO","26175712",1,"",65340,0,0
